customer_id,msisdn,national_id,first_name,last_name,gender,date_of_birth,registration_date,plan_type,status,state,balance
38c45d31-5542-4430-81d5-759a84c801d7,09164648877,19065940139,Widad,Hassan,F,1961-11-10,2022-04-17,hybrid,active,Gedaref,875.95
7b2d0de5-75a4-47fd-8ce5-02885e5cfc35,09186717565,51256746807,Nadia,Ali,F,1967-11-25,2022-09-04,postpaid,active,Gedaref,2020.88
e545418e-66b0-4593-bad2-fa102da147ba,09160385977,03482477109,Jamal,Bashir,M,1981-06-20,2021-05-07,postpaid,active,Wad Madani,2039.95
23f2d720-38c1-4eab-b66f-0348abb2b018,09182748467,73782639821,Abdelrahman,Hassan,M,1984-10-13,2023-07-13,postpaid,churned,Wad Madani,1335.86
5242c023-9354-4b0d-8c58-bf1fcca2bb72,09187278755,88675339636,Intisar,Mahjoub,F,1963-12-01,2022-09-15,hybrid,active,Ed Damazin,-58.92
80038563-dc29-4efa-84f4-4fbfe24cd263,09128951718,70262174596,Mahdi,Mohamed,M,1967-03-16,2022-10-17,hybrid,suspended,Nyala,4770.7
b3a3faa9-de77-48f3-adac-2366a7a2c1a3,09181343161,17240050455,Abeer,Mohamed,F,1998-08-21,2021-03-28,prepaid,active,Atbara,3409.0
f6c6cf80-d5b1-4a62-bc1e-6ddeac012e27,09169379237,47407482175,Khalid,Suleiman,M,1986-11-02,2025-06-08,postpaid,active,El Fasher,4226.52
af22869d-fd5c-4f94-a7fe-aa4d886eced3,09126959440,64090974395,Nahla,Hassan,F,1979-08-25,2025-05-31,prepaid,active,Dongola,3777.89
7ca817f0-50d7-4a42-9798-1ae72cb3840f,09167095214,56232858842,Omar,Mohamed,M,1983-01-20,2024-02-06,postpaid,active,El Obeid,4021.16
ae6215a5-8d9c-4e14-bf14-c31d02c8a04a,09186851604,81754965137,Ibrahim,Osman,M,1962-03-31,2025-04-08,hybrid,active,Atbara,1106.84
4050b6e8-9359-4196-921c-0785384d99dc,09122004711,38267586926,Samira,Hamid,F,1968-11-18,2025-11-18,hybrid,active,Kassala,163.58
8b10ad1b-2dba-4f29-af4d-528fc44f3b19,09185850643,17139005329,Babiker,Hassan,M,1978-05-30,2020-08-01,hybrid,active,Port Sudan,4065.26
98d23d6c-a636-4235-9db0-5b5949bf288d,09162284210,20539502402,Nasr,Adam,M,1997-10-07,2024-06-22,prepaid,active,El Fasher,2241.38
754d6fff-e95b-46f0-8c4c-563e8ee30868,09129084700,76617711592,Abdelrahman,Nour,M,1965-11-22,2021-01-27,postpaid,active,Atbara,2741.78
bda1acff-857c-4206-9580-c8d71d59f1ff,09186118367,36576615654,Widad,Nour,F,1993-07-31,2021-04-19,hybrid,churned,Omdurman,456.12
099916c1-3db1-45da-8b97-df5f3d5b68bc,09128098851,,Mariam,Issa,F,1979-02-01,2021-04-25,hybrid,active,Kadugli,541.09
d0110cc5-4e3b-4f38-9693-36e603713eea,09168998094,02445502296,Intisar,Osman,F,1966-03-30,2021-03-16,hybrid,active,Khartoum,458.79
83a8a47b-86da-4d0f-b052-dcb8ff9178ed,09162545991,02290147679,Dina,Bashir,F,1999-08-28,2023-07-10,postpaid,active,Wad Madani,569.09
8095aa97-247b-4c09-886d-0a964201017d,09184036900,34324451076,Intisar,Fadl,F,1975-10-06,2021-02-05,postpaid,active,Port Sudan,2501.31
32f93968-1c4f-4916-b674-9c71032407a9,09180607159,69664160529,Huda,Yousif,F,2001-04-11,2023-01-29,prepaid,active,Omdurman,1216.58
27be18fc-73b7-4bc7-8732-a8f53855dfbe,09185352181,88355231243,Salah,Salih,M,1975-07-26,2025-02-14,prepaid,suspended,Dongola,376.77
10d5ae44-8c1b-449d-821d-73611a626c55,09187995527,17744905814,Widad,Mahjoub,F,2001-06-04,2023-11-05,prepaid,active,Kadugli,1435.39
6aad867f-bd29-4294-8d0b-1fbce129463f,09186798079,35978207151,Nasr,Suleiman,M,1975-06-25,2020-05-01,prepaid,active,El Fasher,2620.34
c17ad546-c5b3-441e-a8c1-3051817872a6,09166590515,18644925192,Mona,Salih,F,1991-05-20,2022-08-21,hybrid,active,Nyala,644.76
84633ca1-767b-4f93-8655-b9639c597788,09165281685,05423573322,Abdalla,Bakri,M,1966-12-03,2022-07-07,prepaid,active,Wad Madani,4175.6
10b883d9-4ca2-4389-a852-066344483cf7,09129622292,70653794738,Osman,Suleiman,M,1981-06-16,2022-08-19,postpaid,churned,Port Sudan,1839.2
8ade3996-c624-4678-9fdc-5c3e8646f16c,09168862392,40758181412,Widad,Salih,F,1984-06-21,2023-10-27,hybrid,active,Nyala,458.57
35289f49-4120-4490-9e00-45628c7cf19f,09160685361,53051522047,Mona,Adam,F,1972-06-13,2023-12-28,postpaid,active,Ed Damazin,396.13
1da5d210-5f87-4ff3-a50a-c4a13cc8b1c6,09186143410,36971179808,Jamal,Suleiman,M,1981-09-14,2021-03-22,postpaid,active,Atbara,1764.08
a2f97c65-12dd-4ba3-917d-01203d1f3492,09161888880,67065405153,Khalid,Nour,M,1969-04-19,2024-12-12,hybrid,suspended,Bahri,221.68
47043ac0-a86f-4a56-b755-1d4d6cd2c0eb,09182217043,03054868740,Abdelrahman,Fadl,M,1977-02-22,2022-06-07,postpaid,suspended,Khartoum,4328.99
a2d42b19-ca46-4f71-8785-2fddbb5698bd,09167652775,84161692845,Babiker,Hamid,M,1969-03-15,2020-09-05,postpaid,active,Kassala,2229.58
0c178ffd-f268-4011-8988-4aaccdfe44e5,09160596401,65820297021,Abdelrahman,Issa,M,1981-03-04,2025-06-27,postpaid,active,Atbara,161.93
1fe9323b-f492-426a-b160-cddace70bb0e,09161928565,43102786814,Mona,Issa,F,1983-05-09,2023-10-18,prepaid,churned,Kassala,3469.9
9169eb8c-0a0b-4dd9-968a-95e9d3bf0c8f,09127271551,88442258313,Omar,Hussein,M,1972-06-16,2022-01-05,postpaid,active,Wad Madani,2861.39
33f3dcf4-55c6-49cf-ba9b-8b8080d7543d,09124678669,12517785289,Nasr,Abdullah,M,1976-04-28,2021-02-04,postpaid,active,Kadugli,277.06
7c672fba-294f-4bc8-a99d-111bd47842c4,09125358414,38424981829,Abdalla,Ali,M,1973-10-31,2021-06-15,hybrid,active,Ed Damazin,3025.69
7fc13ceb-b173-4610-9ffc-cd61d7af7e17,09129439690,78447364710,Ahmed,Abdullah,M,1974-03-07,2023-09-27,postpaid,active,Port Sudan,1700.96
feef5603-537b-43cd-96bb-d00086f02dd6,09125881537,14732104696,Mona,Yousif,F,1982-04-10,2021-05-11,postpaid,churned,Sennar,1563.57
39d1ba81-7b93-44ff-b8e4-0c8a78d0e6a5,09164701687,33950047974,Sawsan,Bashir,F,1960-09-24,2020-11-29,postpaid,active,Kassala,3637.54
3a6c0c4f-4703-4f2e-8613-143bbd0e8d08,09129835841,68784991216,Amira,Yousif,F,1993-06-24,2022-11-19,hybrid,churned,Gedaref,721.34
3616b9a7-9867-4171-b2a1-87d4912a8bd2,09120257872,98259526949,Sawsan,Mohamed,F,1990-03-06,2024-04-25,hybrid,active,Sennar,2814.62
15c5b396-2260-4b44-9c5b-7fa706c33040,09181694097,49930972896,Babiker,Musa,M,1973-04-04,2022-01-22,prepaid,active,Sennar,549.48
a1072ae7-2a0c-4301-bc3c-ebdefa183f5a,09163689702,83857865278,Dina,Hussein,F,1990-09-17,2026-06-07,postpaid,active,Kadugli,3604.62
5a9d714c-70a8-4211-a591-f4671de37a87,09163443757,58441986652,Mustafa,Bakri,M,1986-01-21,2020-05-10,postpaid,churned,Omdurman,1731.82
9dec7923-e0fb-4555-90df-c920db7f4cd0,09128484219,93308330165,Nahla,Ibrahim,F,2002-05-19,2020-11-08,hybrid,suspended,Khartoum,4822.59
38706956-ff27-44cf-a08c-c119e7a23dab,09163454019,38026206724,Omer,Fadl,M,1963-05-12,2020-01-29,postpaid,active,Omdurman,4642.27
3a12e890-986c-4a92-ab4c-a26c10acb92f,09162874315,27420549329,Abeer,Nour,F,1996-05-18,2023-08-21,hybrid,active,Nyala,3346.28
9a06475d-cbd0-497c-8046-40711014a9bc,09120463745,49904530174,Mahdi,Musa,M,1974-04-30,2023-06-13,hybrid,active,Ed Damazin,4439.01
6cb00ecd-20a8-4503-91b4-f9a2d9e1b327,09183327279,56878339187,Abdalla,Issa,M,1992-06-15,2020-08-30,hybrid,active,Kadugli,2738.25
0e8f3332-fea3-4e5c-a7f8-aa1d3a1d05f3,09187139718,70728679087,Yousif,Musa,M,1987-08-25,2020-03-08,postpaid,active,Khartoum,3729.02
31d7530b-d833-4656-8f1b-3f63a1e19f88,09181801704,62265676618,Omer,Issa,M,1971-12-06,2022-12-16,prepaid,active,Wad Madani,1965.29
6ada5852-beb7-49b1-94de-f0686300d592,09167868633,75243106903,Ahmed,Adam,M,1978-06-27,2020-07-28,prepaid,active,El Fasher,2988.92
68553157-0f0a-408b-8ef0-62058f77da00,09167383028,43959953428,Ali,Mohamed,M,1979-10-31,2023-07-08,postpaid,active,Wad Madani,4742.6
0d96c879-8931-410d-9701-869b56013414,09160568566,24628733427,Omer,Bakri,M,1965-03-03,2024-10-13,postpaid,churned,Wad Madani,2649.96
69325884-c257-415a-b38a-8d146bcbbe3b,09181751830,46990139837,Sara,Musa,F,1978-09-27,2022-10-31,postpaid,churned,Khartoum,1059.04
c631aa33-7652-42aa-b7f1-8c405fa649b0,09189363854,67854458771,Mahdi,Osman,M,2002-02-13,2022-09-21,prepaid,active,Nyala,228.58
c166d2b9-c55d-4fe0-991f-32cfecc936c3,09189964235,36937854777,Ahmed,Idris,M,1975-02-03,2022-12-30,prepaid,active,Wad Madani,2441.58
b295ac44-33e3-47c0-9ac5-456d0432bfeb,09120062312,03875099770,Tariq,Mohamed,M,1960-08-04,2024-07-11,hybrid,active,Khartoum,2647.09
7541ae0e-9a58-4ee7-8754-8bf093d443d2,09186211823,39845461567,Fatima,Nour,F,1981-10-26,2021-12-02,postpaid,active,Kadugli,403.08
03e1fa44-7d61-4102-ac48-2a2914ba7ed7,09166870021,76591803397,Khalid,Yousif,M,1984-04-27,2020-05-24,prepaid,active,Kassala,4496.56
8ff7211a-5f19-4550-9d16-eb892495498c,09123926142,93968562185,Yousif,Musa,M,1964-10-25,2020-10-30,postpaid,active,Omdurman,1702.96
2c070577-125f-4b09-82e5-d9640f171704,09184773586,62961943114,Leila,Adam,F,1973-11-01,2023-03-26,hybrid,suspended,Bahri,3698.28
21e0df23-cbc4-4f78-ab21-e43c926b37c6,09167541212,67888610158,Khalid,Adam,M,1968-05-07,2025-01-28,hybrid,suspended,Kadugli,1926.19
9461c36d-b369-4e6e-8e09-9f04f73bcec7,09129826224,44721264647,Huda,Bakri,F,1966-11-25,2023-01-26,postpaid,churned,Sennar,3125.17
d90ea0fb-36ba-4763-ae5a-2e3d1acfd9ee,09124065965,75692459375,Abdelrahman,Hassan,M,1975-12-08,2023-05-22,postpaid,active,Sennar,3164.51
72c85ab7-260e-46fe-a2b9-1eea03decade,09166519398,28073741672,Osman,Yousif,M,1987-03-03,2022-01-21,postpaid,active,Sennar,2115.64
1ba62f9c-7835-4b66-94e5-eed59a5bb042,09186886805,89113529096,Somaya,Fadl,F,1989-09-30,2023-08-30,prepaid,active,Kassala,1110.01
1e07847d-920e-4e5c-b8f7-4ce5a8ddf209,09167982507,14611254573,Abdelrahman,Issa,M,2003-04-29,2022-12-18,postpaid,active,Sennar,3483.82
c15b376f-3bb9-41f1-8f48-1b3428976698,09125123828,25867362266,Amira,Hassan,F,1962-08-14,2025-03-22,prepaid,active,Nyala,1944.18
7c3e28a3-e5d1-4e49-b85c-005d988e4e82,09181825537,14785969691,Mustafa,Abdullah,M,1991-03-19,2022-12-29,postpaid,active,Kadugli,3367.94
fa352468-eb44-4e36-a92f-ad82a53e12a6,09123412528,66929662782,Ibrahim,Musa,M,1974-12-20,2024-03-01,postpaid,active,El Obeid,4209.93
af0fa685-149d-4f8c-8ec2-12eda468213a,09123688767,67721903404,Fatima,Fadl,F,1980-03-03,2024-07-28,postpaid,active,El Fasher,2828.25
dbc39e13-1f40-47af-a6c5-86fd14238e25,09129148580,78361340745,Abeer,Nour,F,1967-10-21,2023-09-26,prepaid,suspended,Port Sudan,1049.39
f6ab443f-0702-44db-9133-f19270c2a972,09129233095,84982544948,Somaya,Hamid,F,1968-07-17,2021-02-25,postpaid,churned,Kassala,4335.24
4c86897b-56d7-4317-87f7-0ad9bc57f363,09185367294,66711684577,Ali,Hussein,M,1989-05-12,2024-12-13,prepaid,suspended,Kadugli,3663.62
77e07f19-dd8d-413f-a350-853b4dc0ad37,09186363745,45892975001,Mona,Abdullah,F,2001-03-25,2020-02-20,prepaid,churned,Bahri,2206.43
5eabd056-451b-494d-bdae-4fc7e8869ecf,,52064361103,Sara,Hussein,F,2002-10-11,2020-08-30,prepaid,active,Wad Madani,3399.91
7dfa4848-8c95-42c6-8b6e-ad99f38c973d,09996973112,15542622189,Mariam,Hamid,F,1960-10-04,2025-03-11,hybrid,active,El Obeid,3612.16
ba6cf3f4-1569-419a-81da-363afb06e5b1,09162341389,99404389836,Mona,Hamid,F,1986-07-07,2020-06-18,prepaid,active,Omdurman,1205.41
d12ae9a6-9de0-482e-adae-daff48d09453,09165269658,27109104300,Tariq,Adam,M,1995-09-14,2024-04-22,postpaid,active,Wad Madani,3835.55
bd85e2d6-21b5-47c8-8cec-3ad8dfc66a4d,09189241418,32856914630,Huda,Bakri,F,1981-12-07,2020-09-24,postpaid,active,Atbara,3044.16
52913b87-1e41-4561-8f31-fd66120a1440,09182027588,42524105648,Omar,Adam,M,1965-09-23,2022-03-27,hybrid,churned,Dongola,385.35
00e93156-2f95-432e-a2ba-b0603fea2640,09182524191,38000307562,Amira,Fadl,F,1976-01-21,2020-04-19,hybrid,suspended,Sennar,3703.33
afb0f9f3-2041-4759-966b-82d368aa093a,09185419518,02380617445,Amal,Hamid,F,1967-10-01,2024-09-14,postpaid,active,Port Sudan,1457.98
7e48f6f3-045c-4ce1-b9fb-e6b3249a719e,09187383206,03850506413,Abdelrahman,Issa,M,1981-05-14,2023-07-28,postpaid,churned,Bahri,3558.26
17499758-659b-4803-9d6f-51306852c5ed,09992912127,61990623445,Tariq,Hamid,M,1995-04-03,2022-10-10,postpaid,active,Port Sudan,373.44
19d3b3ab-14de-4ca4-a26e-5f931cff6b88,09163747411,24903521356,Mariam,Bakri,F,1964-05-23,2022-07-17,postpaid,suspended,Bahri,155.41
f88d37f3-bad4-422c-92bb-4ba029cca564,09121712100,32365199410,Abeer,Bakri,F,1965-10-13,2021-09-06,hybrid,active,Bahri,459.89
d82029dd-c077-4387-adc6-fce04b98d7df,09160296670,66253244720,Mariam,Mohamed,F,1982-01-18,2022-07-05,postpaid,active,Wad Madani,2395.15
2dbbd0e8-b418-4a31-820e-f5c4fb3f924c,09128380657,,Zainab,Hamid,F,1979-08-25,2020-04-01,postpaid,active,El Fasher,2647.16
90f158eb-96b5-4560-b300-960888557134,09183480396,52239559059,Omar,Osman,M,1972-09-30,2024-10-15,prepaid,suspended,Gedaref,4408.13
09f904b9-e569-49f7-8fa7-1732172747ca,09121039308,70593252500,Rania,Fadl,F,1973-04-02,2024-12-27,hybrid,churned,Gedaref,554.6
a7f9be2d-e46b-4f2d-9cfd-d154c1fb70e7,09186915452,26752895392,Huda,Issa,F,1993-12-11,2022-08-11,hybrid,active,Bahri,888.54
8c3b1938-d4fe-49dd-bee3-db2f37f0b49f,,25135521570,Intisar,Mohamed,F,1983-10-17,2021-10-13,prepaid,active,El Obeid,1283.29
6b3d52b7-7c81-449d-be45-963f2e385229,09186267658,61793271040,Salah,Bashir,M,1988-08-04,2022-03-22,prepaid,active,Bahri,4439.66
16791e96-b6b1-48a5-92c5-21f7f4e7dd72,09169970629,62015336884,Jamal,Abdullah,M,1985-04-03,2022-07-12,prepaid,active,Nyala,2858.85
dc659e4b-dc68-45d1-8931-468d282bfd7d,09126149731,03241714677,Mohammed,Issa,M,1983-10-10,2020-10-10,hybrid,active,Bahri,1855.1
afce1554-88a5-43fb-ae0d-5fa0a7642c56,09167743490,21158693806,Abdelrahman,Mohamed,M,1997-07-22,2024-07-21,hybrid,suspended,El Fasher,2863.57
f9f0d62a-a3ab-4133-ac94-ebc84aa22dc6,09180898992,17223320616,Huda,Yousif,F,1978-02-11,2025-05-02,prepaid,suspended,Kassala,1598.75
8be29a82-54b4-418c-a2fc-ebbfb4db8906,09186854870,99861622999,Khalid,Yousif,M,1968-12-27,2020-11-24,hybrid,suspended,Gedaref,1430.46
6d7ad43a-8e86-450a-a825-fe881d32e057,09167997024,62996065307,Dina,Idris,F,1984-02-04,2023-03-03,prepaid,active,Gedaref,1515.27
2f3fe68c-3e14-4870-b204-58fcd9c37ee5,09124754691,37367850821,Mariam,Osman,F,1987-11-29,2024-04-23,postpaid,active,Kadugli,2621.43
fcfdcad6-b4f6-44ad-bf0f-44b7d1e6b045,09123070534,57861035797,Hassan,Ibrahim,M,1975-12-07,2024-01-14,hybrid,active,El Obeid,817.57
4271ccc0-9677-414b-a50d-489919fc4766,09160293333,46800722903,Abdalla,Adam,M,1982-08-23,2025-03-05,postpaid,active,Sennar,3213.7
0d238bbe-7b0f-4288-bab6-9fa1d4f02867,09163748969,10858994417,Mona,Bashir,F,1965-09-22,2022-11-10,postpaid,active,Kadugli,1384.42
ef1d2ca3-885d-44eb-9654-a009a45685a3,09183096520,74466609935,Sara,Hussein,F,1979-12-13,2024-07-19,hybrid,suspended,Ed Damazin,4703.34
2b1bb111-de45-4980-8fed-a8abfb2c3cac,09124172482,51353465549,Rania,Bakri,F,1986-05-19,2023-12-11,prepaid,active,Kadugli,3171.98
48fc4ba0-9c70-4abd-8f24-f91e8465bff0,09181684602,23569725217,Mahdi,Ibrahim,M,1989-11-03,2025-05-14,prepaid,active,Khartoum,23.57
88a43667-0ea3-4ed0-b48b-1a6468bf5b8c,09161296666,76008350583,Kamal,Ali,M,1961-08-10,2020-01-13,hybrid,active,Port Sudan,3467.62
3ee04034-bb9e-4bb1-a3cd-2d72e766b0cd,09189421044,78985625753,Omar,Yousif,M,1974-10-16,2023-06-07,prepaid,active,Sennar,4924.4
fc9475db-8214-4770-ac77-8b1a1e89ddaa,09121506489,09010016761,Kamal,Nour,M,1982-09-03,2024-01-13,hybrid,active,Sennar,3428.7
4840e005-b131-42ca-b7eb-14ef88632d98,09997530011,14117393483,Mariam,Nour,F,1992-02-10,2023-06-27,postpaid,active,Wad Madani,2481.77
12a8e1f4-b321-4232-beb0-9ea4e54b9792,09181143744,70120455611,Zainab,Abdullah,F,1964-02-12,2020-01-31,prepaid,active,Bahri,1643.3
c19293e9-8bbf-43ad-9fb2-ab1abb9e2e63,09162166746,76212021697,Huda,Issa,F,1999-04-23,2021-07-17,hybrid,active,El Obeid,3056.79
0ede0637-71ba-4044-9fdf-c3f909b49233,09126701450,89935889163,Mahdi,Fadl,M,2003-03-27,2022-12-10,hybrid,active,Nyala,743.27
540fb5e5-462e-48d0-abef-f82f954db6dc,09187721753,54083866317,Ahmed,Ali,M,1999-11-07,2024-11-15,postpaid,active,El Fasher,2235.34
c84b9305-b7b5-4d06-859c-9569623d795c,09166088019,94883755037,Fatima,Hassan,F,1989-10-13,2024-10-06,hybrid,active,Sennar,3285.84
b9915b38-c7ee-4f4b-be9b-b8db6cac4d18,09125548851,02726149331,Omar,Osman,M,1995-04-01,2021-10-31,postpaid,suspended,Port Sudan,3583.94
01d27095-bf21-4c45-b62f-359ed885cff0,09127798270,80869782922,Amira,Mahjoub,F,1969-04-16,2023-04-18,hybrid,active,Ed Damazin,1609.22
c13c515b-4844-4b84-a5b9-923e0aebbfff,09166547226,98485833394,Somaya,Osman,F,1990-12-23,2021-02-16,hybrid,active,Bahri,2519.47
1af35029-e268-49fb-9aad-a18d80e0b0c3,09187996846,08106200342,Mariam,Issa,F,1985-09-17,2022-02-17,prepaid,suspended,Sennar,3921.79
7eeab4e5-0187-46d3-9185-9df68aec7210,09129838638,40666580043,Babiker,Bashir,M,1999-10-01,2021-12-01,hybrid,active,Dongola,1838.71
52827d57-7fae-4841-9d2a-421f15b913ac,09162122816,06484229405,Hassan,Salih,M,2001-11-01,2021-04-25,prepaid,active,El Obeid,2984.4
d1425d9a-8c20-4d75-92cf-84240a57a023,09185158328,18268861533,Nahla,Mahjoub,F,1989-10-10,2022-10-25,postpaid,active,Gedaref,3091.4
8ab43a7b-2937-4b24-9277-ec142cde4f0d,09163993056,16484085887,Omar,Issa,M,2003-09-03,2020-05-16,postpaid,suspended,Port Sudan,1601.56
9f2245bb-2a14-45d1-b186-e7f596111bc2,09180133613,86120750110,Yousif,Bakri,M,1975-12-20,2026-02-23,hybrid,active,Kadugli,1138.23
fc05f783-6fea-411a-93a4-f05162a61ce3,09126180919,01581449147,Dina,Musa,F,1994-03-21,2023-05-12,hybrid,active,Bahri,2667.34
c0148d4f-cdf1-4e8d-8a3f-8243783cf169,09182450882,10099688143,Abeer,Salih,F,1990-11-06,2021-10-19,postpaid,churned,Kadugli,2562.76
61eefb85-1bee-48dc-a63e-ee6cc5d607c3,09121290878,14141397552,Nasr,Idris,M,1981-01-15,2020-11-06,postpaid,active,Ed Damazin,967.49
e993d4db-52fb-46fa-ae6f-c6dab8cf69c1,09189299556,20533645257,Somaya,Salih,F,2001-07-10,2023-10-15,postpaid,suspended,El Fasher,2758.36
78c418d5-3920-4f87-b85f-b5cf81c6a31a,09183411080,99693084887,Mustafa,Hussein,M,1973-05-02,2023-02-10,postpaid,active,Gedaref,2948.0
7597ba8b-b054-479a-a510-49f23d1e3051,09181658039,28272299275,Abdelrahman,Nour,M,1963-08-17,2021-11-10,postpaid,active,Kassala,1847.18
d1d988ba-b2aa-4374-b711-b4cfeaa45b3b,09167700518,44989266591,Tariq,Issa,M,1982-07-27,2026-04-05,prepaid,active,El Obeid,4086.18
13e5d193-ce3d-4adb-8669-1f4da5dcfc4c,09162318432,22591365177,Tariq,Hussein,M,2002-12-22,2021-10-16,hybrid,active,Kadugli,2054.5
a980b225-fb09-4cb7-ae21-ee8d264d4d04,09122809202,42869904137,Kamal,Mahjoub,M,2002-04-17,2024-02-05,prepaid,active,Nyala,3004.19
c22fb4ec-5fc2-48f3-8199-ddc39dfae1c6,09162579913,66210388629,Nasr,Nour,M,1968-08-21,2021-07-05,postpaid,churned,Atbara,195.18
a41c72a0-844d-40c0-a473-3d04b1075400,09182980686,50863765991,Khalid,Fadl,M,1998-03-04,2021-02-19,postpaid,active,Port Sudan,4550.43
1a07e18d-315e-4877-9f93-8108e99b6b3f,09996887258,35651269448,Nadia,Ibrahim,F,1997-12-31,2024-10-20,postpaid,active,Dongola,1987.27
dc287609-a861-4a59-baa6-e00531264db1,09166213721,38658902601,Samira,Mahjoub,F,1973-01-14,2024-01-05,hybrid,active,Omdurman,1315.46
6cfe1864-c579-4a48-b647-69ca144e5459,09188490277,03843098839,Salah,Yousif,M,1975-03-16,2020-04-22,postpaid,active,Khartoum,4878.23
