cdr_id,calling_msisdn,called_msisdn,call_start_time,call_date,duration_seconds,call_type,service_type,cell_tower_id,rated_amount,status
11b0cd6e-9486-440d-9e64-c1d03b682d82,09163608633,+3732614421,2025-05-22 21:35:54,2025-05-22,2727,international,data,NYL-1191,272.7,completed
bebe49b9-6e96-4760-bcf9-5d7cc79cfbcd,09123860157,09187742202,2025-04-19 05:38:57,2025-04-19,1805,roaming,voice,WAD-3085,144.4,completed
188768d1-3795-4d8d-9eee-c6e3a690c5b6,09188240211,09189782781,2025-04-08 01:15:26,2025-04-08,1444,roaming,sms,OMD-9601,115.52,completed
a1c3e14b-2c24-421d-a123-8cc88aaf401f,09185363471,+56994464078,2025-05-20 14:54:48,2025-05-20,3181,international,voice,ATB-6980,318.1,completed
d486783e-0f91-4828-ad2c-bae2b5aaa6e2,09182980686,09166793072,2025-04-05 07:42:47,2025-04-05,2569,on_net,sms,KSL-2499,38.53,completed
d3f494f7-6f11-48c8-8ba9-69f695530c52,09121000908,+84705908522,2026-05-29 00:00:00,2026-05-29,1164,international,voice,NYL-5476,116.4,dropped
83417c9f-047e-409b-a1fe-86c8fb063c9f,09121314519,09187480883,2025-05-09 15:28:59,2025-05-09,1463,roaming,voice,WAD-9661,117.04,completed
ca6cfc81-6c34-4a24-9f91-8f012eb2f055,09188896762,09226624330,2025-06-26 19:43:31,2025-06-26,3372,off_net,voice,OMD-7652,84.3,completed
8476549f-0833-4761-8aa3-f0c778016a5c,09184527567,09121850560,2025-05-27 13:02:06,2025-05-27,2882,on_net,sms,KSL-7877,43.23,completed
8450e57f-116a-4f6f-86b2-26cd791730fa,09187396262,09187139718,2025-05-12 21:49:29,2025-05-12,3005,on_net,voice,PSD-8871,45.07,completed
471a78f1-47ff-4d62-b464-81110faef283,09183414391,09126512654,2025-04-02 20:54:10,2025-04-02,3096,on_net,sms,NYL-2609,46.44,completed
0481bf7d-7139-421f-92fc-5a5807ec84c9,09163093731,09181007231,2025-04-23 18:09:02,2025-04-23,1731,on_net,voice,WAD-3520,25.96,completed
458badd4-1041-4ad0-b325-333e56e6124a,09182016633,09226633259,2025-05-25 20:54:12,2025-05-25,3151,off_net,sms,PSD-3126,78.78,completed
16688f13-5f1c-4ae5-9407-90ca537a19a4,09160513251,09222313308,2025-05-15 11:45:00,2025-05-15,1672,off_net,voice,KSL-1919,41.8,completed
a346ffbe-89de-4dd1-baaf-76b3f68b9237,09189597703,09182959660,2025-05-06 04:15:27,2025-05-06,3264,on_net,data,ATB-6975,48.96,completed
476a336f-2ab0-49e3-8722-df98c639f2f9,09123601714,09162560467,2025-05-29 21:55:24,2025-05-29,3221,on_net,voice,OMD-9172,48.31,dropped
b162d0e5-ab90-481f-a64a-42b08c1b9d8b,09169012135,09126936240,2025-05-06 06:12:49,2025-05-06,1483,on_net,voice,PSD-6382,22.24,completed
c3e39f2a-ade1-4055-a884-366e8ddd4255,09183977457,09126773498,2025-05-04 02:41:22,2025-05-04,1281,on_net,voice,PSD-9052,19.21,completed
019e0e60-0b8e-46bb-b990-9884b0dacbfa,09181005932,09123596347,2025-04-21 12:18:31,2025-04-21,3387,on_net,data,ATB-3517,50.8,dropped
ef973937-a5d3-4d00-8e7f-43fd123e6a94,09184762542,09120752879,2026-02-22 00:00:00,2026-02-22,2331,on_net,voice,WAD-1486,34.96,dropped
4cca48b0-c78d-4015-bd65-fc9222733128,09160941382,09165557864,2025-05-29 04:15:12,2025-05-29,746,on_net,sms,ATB-6019,11.19,completed
97c74156-88b3-4aca-a994-90c6dab2a6e7,09180203287,09167334359,2025-04-07 10:50:52,2025-04-07,172,on_net,sms,PSD-3013,2.58,completed
c6eb8b21-5d21-47d3-a639-a7b0a232616a,09187128715,09185275367,2025-05-10 01:57:35,2025-05-10,1091,on_net,voice,KSL-7396,16.36,completed
17996271-882d-4c95-802e-6a848bed097d,09163721858,09166250692,2025-04-27 10:14:40,2025-04-27,2858,on_net,voice,NYL-5329,42.87,completed
1410082c-f621-4837-bca5-494fc5fa665f,09164867567,09009970886,2025-06-29 14:06:59,2025-06-29,2798,off_net,voice,WAD-2543,69.95,completed
a34cd164-39c4-4a63-b0b2-371a72cbdbdd,09189900725,09225163256,2025-05-24 12:15:33,2025-05-24,1439,off_net,voice,PSD-5047,35.98,completed
102a4212-9ad5-42c2-b0cd-9fe7b1a7c190,09167648455,09163594123,2025-05-31 15:22:51,2025-05-31,56,on_net,voice,WAD-7361,0.84,failed
af4b83bc-5aa9-4044-b9de-34b477b7a1f2,09188534026,09184430732,2025-04-17 20:30:41,2025-04-17,82,on_net,voice,WAD-8379,1.23,completed
2ade0f93-7eeb-4b6d-97c3-dd0ee40a0d91,09183097542,09187383306,2026-02-25 00:00:00,2026-02-25,1692,on_net,voice,WAD-6197,25.38,completed
49b4f293-0dcb-4e1e-a399-e7e3c0fc7bf3,09124633786,09128680109,2025-05-30 19:25:46,2025-05-30,1533,on_net,voice,OMD-2444,22.99,completed
a105e496-5843-4ba9-a000-711935d3f344,09120235120,+70426108375,2026-06-09 00:00:00,2026-06-09,2239,international,sms,PSD-3890,223.9,completed
ba3d4ba3-6d51-4d23-9903-e425598fb137,09164657713,+21964129286,2025-12-18 00:00:00,2025-12-18,1807,international,voice,WAD-4916,180.7,completed
e88bab27-dd04-48fa-bd81-10a4f78f5590,09129950098,09126504725,2025-06-11 07:51:37,2025-06-11,778,on_net,sms,ATB-4924,11.67,completed
b0089ac5-378d-4645-a324-f1ccbeb73925,09164292775,09163460191,2025-06-04 08:44:16,2025-06-04,1051,on_net,voice,PSD-4057,15.76,completed
276b4b45-9d1d-461c-881b-0241cc7424ce,09163460191,09189924662,2025-04-15 16:02:53,2025-04-15,691,on_net,voice,OMD-3869,10.37,completed
bf14eed9-3f90-4b77-8eb4-9f89225a4a54,09189421044,09226723745,2025-05-12 18:02:25,2025-05-12,3351,off_net,voice,KRT-4446,83.78,completed
534ff951-317b-4b9e-a16b-9c99d5018ce0,09185257615,09222513552,2025-05-30 17:39:26,2025-05-30,1855,off_net,data,NYL-8803,46.38,completed
7574db0a-5ead-47e5-8a7c-a9798df94cc9,09180081334,09224678298,2025-04-19 19:47:38,2025-04-19,2396,off_net,voice,NYL-2934,59.9,completed
fac719c7-da96-48ff-bcf1-46977c7f835b,09166729949,09186058591,2025-06-13 02:04:57,2025-06-13,479,roaming,voice,ATB-8674,38.32,dropped
ed97afdc-9c82-45b1-841c-68df75c3e091,09169008004,09004146375,2025-06-25 03:21:29,2025-06-25,1458,off_net,sms,WAD-3984,36.45,completed
b5ee832d-97ed-44eb-b608-b7e7f019bedf,09997147320,09168676497,2025-06-06 01:24:57,2025-06-06,3432,on_net,voice,PSD-9972,51.48,completed
48f1fa13-7987-40d3-8218-fcf4f7966d8e,09188069087,09162287351,2025-04-20 17:46:43,2025-04-20,2906,on_net,voice,KSL-4313,43.59,completed
994f103d-00c2-4330-b057-e0d0524fb9e4,MmlmPCnd,+45478314465,2025-06-29 01:23:01,2025-06-29,2797,international,voice,ATB-1832,279.7,completed
470e63d8-ee5c-4d62-a698-8c18089a40d6,09164026135,+5920770241,2025-06-29 16:39:06,2025-06-29,3330,international,data,KSL-8523,333.0,failed
b86ce0d2-38ff-462f-a2fa-afd24dfc5f51,09164853207,09002639217,2025-06-14 20:33:23,2025-06-14,0,off_net,voice,NYL-4141,0.0,completed
58ba3fed-3f3f-4487-ae19-042720dec023,09123984723,09004397831,2025-04-27 05:59:55,2025-04-27,778,off_net,voice,ATB-2223,19.45,dropped
dd9ddfff-e406-4f73-8160-c64a2e9ec6f7,09122227111,09227347815,2025-05-31 03:42:04,2025-05-31,2651,off_net,data,KSL-5032,66.28,completed
2ff4e783-20ca-4233-95e2-02859f0a9ab5,09165345146,+61847039163,2025-05-20 20:47:28,2025-05-20,3047,international,voice,NYL-5854,304.7,completed
852c1c84-fda7-4f20-8b57-6d73fef12c53,09163325888,09001578750,2025-04-03 03:09:11,2025-04-03,543,off_net,sms,KRT-7719,13.58,completed
17e3b29d-d757-4aae-a801-061623540ee7,09181056358,09221444223,2025-05-16 22:45:07,2025-05-16,279,off_net,voice,NYL-5104,6.98,completed
894d4086-267c-4745-b3a8-34d510e6d949,09186690625,09225536085,2025-06-10 14:30:26,2025-06-10,188255,off_net,voice,PSD-7392,4706.38,completed
49e92cf3-b134-4051-8e74-0b823710265e,09163472839,09184013748,2025-10-31 00:00:00,2025-10-31,2967,on_net,voice,ATB-6675,44.5,failed
dc9dfe0d-4552-425e-b3d6-0ef7cdd07489,09127953816,+26489763411,2025-05-23 06:01:54,2025-05-23,3408,international,voice,KSL-9645,340.8,completed
5d49b69c-6198-4048-afca-a5d0e6a3244e,09188788876,09122732012,2025-05-01 02:30:04,2025-05-01,1080,on_net,sms,NYL-6534,16.2,completed
bf86d56c-612b-4021-8d7f-66c61d54d040,09166145018,09221440502,2025-05-09 06:46:08,2025-05-09,1563,off_net,voice,OMD-4553,39.08,completed
7040b6d4-658c-46c3-8aa8-21f02295cb62,09187993246,09163242566,2025-04-10 21:23:24,2025-04-10,-3473,on_net,voice,PSD-6068,-52.09,completed
4abbe2cc-e872-4807-b28a-b45d919c8158,09121990688,09125953515,2025-04-06 20:00:48,2025-04-06,340,roaming,sms,WAD-1500,27.2,completed
2e134f6b-f1dc-4484-9511-a8c45aea336b,09182179764,09226204654,2025-05-15 02:24:03,2025-05-15,2063,off_net,voice,WAD-9096,51.58,completed
f171a8db-42ca-49b6-ab36-abcc7eba89b3,09182027588,09160821545,2025-05-21 22:33:22,2025-05-21,215,on_net,voice,PSD-8835,3.23,completed
451f1e17-5f39-4237-a50c-5b2277e0fe81,09168208297,09004785006,2025-04-28 02:46:31,2025-04-28,111584,off_net,voice,ATB-4999,2789.6,completed
e68dcde5-9ccb-43d9-b563-0658e2d69104,09120709834,09182546547,2025-05-12 14:09:31,2025-05-12,408,on_net,data,OMD-3638,6.12,completed
d8bf0016-fc6b-4063-af4e-c4f8c542a3a8,09181055800,09126815114,2025-04-29 02:38:50,2025-04-29,518,on_net,sms,NYL-5009,7.77,completed
d8f2a773-e5e5-49e0-a901-d02f61aa0864,09129628633,+46564867140,2025-05-31 21:44:22,2025-05-31,2802,international,voice,KRT-3247,280.2,completed
ec03b9e0-9db5-4fca-af34-dd6ee8df4edf,09183442129,09124011392,2025-05-11 01:12:16,2025-05-11,616,on_net,voice,NYL-1314,9.24,completed
22324fc3-a702-4d16-b257-be78a9fe3e74,09181720313,09189924662,2025-06-12 17:47:17,2025-06-12,2384,on_net,data,PSD-9165,35.76,completed
dd97ad35-e191-42a6-98b2-680953f8d46e,09125679972,09129831452,2025-05-11 23:31:57,2025-05-11,3315,on_net,sms,WAD-7043,49.73,completed
3cec004c-b01b-4741-87e4-2b702a4a0515,09165076547,09183097542,2025-05-27 08:47:28,2025-05-27,1100,on_net,sms,KSL-9758,16.5,completed
be6555fa-f13d-4055-9207-0d05d723c6f6,09186577654,09125962458,2025-05-22 16:08:10,2025-05-22,216,on_net,voice,KSL-9191,3.24,completed
239f2ddf-9e93-47a0-a151-d728854a70ef,09169458922,09226499526,2025-06-14 04:25:07,2025-06-14,3504,off_net,data,KRT-5732,87.6,completed
3ccc7003-b4bd-4f8c-933d-aff634534fe1,09180518237,+99248241879,2025-05-08 15:07:54,2025-05-08,2270,international,sms,KRT-3615,227.0,dropped
15f06de5-ed19-491b-b271-6cceb4a100fd,09163598488,09128124922,2025-06-18 09:17:29,2025-06-18,258,roaming,voice,ATB-5589,20.64,completed
96a7af76-3677-43b2-86a8-84bde847e276,09125591698,09220597181,2025-06-22 07:19:59,2025-06-22,3119,off_net,voice,NYL-9514,77.98,completed
3ee25a4f-8640-4ee9-82c3-3569c1a9b9c2,09128394764,09168132742,2025-04-29 04:04:56,2025-04-29,244,roaming,data,WAD-1361,19.52,completed
8b6e7361-e6a8-45f3-9517-fa3095a3e739,09120591297,09006825505,2025-05-21 17:32:42,2025-05-21,1025,off_net,voice,OMD-8623,25.62,dropped
860454e3-99d2-44c1-8f21-f433146e4b67,09161854641,09186363745,2025-06-23 11:15:52,2025-06-23,904,on_net,voice,ATB-9923,13.56,completed
70362d0b-959d-4947-a962-502ff4731627,09125667859,09160356440,2025-05-19 10:53:29,2025-05-19,3333,roaming,sms,ATB-7800,266.64,completed
7611d4cb-26de-4b0d-ae59-a10d894f9e2e,09993112706,+83853592427,2025-04-07 14:05:28,2025-04-07,3563,international,voice,KRT-5781,356.3,completed
d57f0b8e-ed6a-4694-9fb0-61c643223c14,09180342068,09180839065,2025-06-24 04:36:15,2025-06-24,1164,on_net,voice,ATB-1107,17.46,completed
0c207bb3-b289-42bf-873d-e1767548b9d7,09181154947,09167485652,2025-05-11 12:48:16,2025-05-11,1433,on_net,data,NYL-2689,21.49,completed
978fc4ec-f6c8-40e6-a61e-3ea7e6ca7b03,09128024104,09121351113,2025-04-25 05:37:07,2025-04-25,46,on_net,sms,KRT-7347,0.69,completed
4e9d6db6-9b35-42cf-bc2e-1f3bdcb030b5,09188040561,09224307755,2025-05-02 18:34:59,2025-05-02,2014,off_net,sms,NYL-7720,50.35,completed
2d86cfbe-7876-4ff8-bdc2-68f2f28f5d2e,09185739523,09220807525,2025-05-19 11:17:26,2025-05-19,773,off_net,voice,KSL-6526,19.33,busy
8bc5cf22-0261-4203-a37d-9f2fe8e38461,09127744415,09127716010,2025-05-22 00:25:31,2025-05-22,2928,on_net,sms,NYL-5690,43.92,failed
e62babc5-f8f1-48ac-9223-5bcb9c6310dd,09125345819,09222651753,2025-06-02 21:26:50,2025-06-02,2533,off_net,sms,OMD-9092,63.33,completed
d7341d43-e43c-4e70-ac7e-f20e24a515cd,09167320101,09223941813,2025-06-18 07:56:30,2025-06-18,3357,off_net,voice,OMD-4196,83.93,completed
df95fadd-8798-4403-9e1b-344d901f508c,09120285514,+43477948834,2025-04-07 20:22:11,2025-04-07,2054,international,sms,PSD-8535,205.4,completed
6779d17b-1cfa-4887-bd43-42fa71e4f8a2,09162597657,09180476194,2025-06-17 17:38:09,2025-06-17,624,on_net,voice,NYL-3943,9.36,completed
37218e77-75b2-465e-aeaf-52c5ac288b66,09182058295,09226519976,2025-04-06 02:20:21,2025-04-06,3275,off_net,sms,WAD-2769,81.88,completed
79aaa35a-6c33-44aa-8038-b33c422ddde2,09181785221,09129053769,2025-06-21 13:16:09,2025-06-21,1237,on_net,voice,KRT-3991,18.55,completed
acd4873c-d78b-4821-ba2d-e067ee41292a,09121000908,09227674554,2025-05-02 10:06:14,2025-05-02,920,off_net,sms,OMD-8755,23.0,completed
09e4e0c5-0ba9-4c27-9384-41301ef431ba,09122732012,,2025-05-17 06:01:54,2025-05-17,3519,international,data,NYL-6358,351.9,busy
dd88349a-6e6c-4a9a-a142-0dbdb151d3ec,09123599233,09122554092,2025-04-03 02:47:54,2025-04-03,1585,roaming,data,NYL-4421,126.8,completed
a0875d3b-a1d9-495a-8777-77bf4324b241,09165255424,09226008162,2025-04-12 18:54:04,2025-04-12,1504,off_net,sms,PSD-3087,37.6,completed
dd471ffe-c397-4f8b-ac91-6b0113cd468e,09999063757,09221116308,2025-05-31 14:35:02,2025-05-31,1373,off_net,voice,ATB-4607,34.33,completed
f3422991-a957-4419-b7cc-8a287e1b5e18,09187846850,+50859062441,2025-05-17 12:38:39,2025-05-17,2063,international,sms,ATB-2973,206.3,completed
a24a5b49-91fc-42fe-a739-6e3e907920e1,09169428179,09126925191,2025-04-22 13:07:13,2025-04-22,1613,on_net,voice,PSD-9909,24.2,busy
5dd6338c-a872-4fd0-ad19-ea244b851a51,09186354692,09183864610,2025-05-24 23:13:13,2025-05-24,3446,on_net,voice,PSD-7250,51.69,busy
c0a17d7e-aeee-4048-9c17-6084329fb2da,09165021000,09125920116,2025-06-08 04:43:31,2025-06-08,178,roaming,voice,ATB-6499,14.24,completed
5fb0ac82-ceeb-403a-869b-32e42f302553,09167161727,09222668648,2025-05-01 15:39:03,2025-05-01,3352,off_net,data,WAD-4079,83.8,completed
557b476f-befd-40ec-9575-82997e372b36,09121850560,09167449160,2025-05-21 11:28:59,2025-05-21,0,on_net,voice,WAD-5534,0.0,completed
0ed8262e-a615-4643-9959-fb60ead6ea1e,09165325672,09188396324,2025-05-25 08:56:52,2025-05-25,3534,on_net,voice,KSL-4227,53.01,busy
bb4133a8-73bb-451e-a0c8-4b7934fea800,09166703927,09162180264,2025-05-31 17:35:00,2025-05-31,968,roaming,voice,KSL-4063,77.44,completed
b899ad35-3055-41b0-a913-2c666b6bb5b5,09182625420,+96782541605,2025-06-23 12:42:29,2025-06-23,1973,international,voice,KSL-8598,197.3,completed
25c0c014-558d-47be-a431-03febc078e1c,09120783567,09121810220,2025-05-19 07:40:35,2025-05-19,977,on_net,sms,KRT-3280,14.65,busy
bb8649a0-fbfd-4b74-9b57-43c3bc374dd7,GLpnBVkq,09121436785,2025-06-19 04:10:25,2025-06-19,3561,on_net,data,ATB-3685,53.41,completed
2963eff2-ddb9-421f-a506-6d917ece5333,09129508149,09228710293,2025-04-04 00:42:38,2025-04-04,1414,off_net,data,PSD-7724,35.35,completed
aae914cc-562a-4345-92a1-57e498909107,09123578354,09165658988,2025-06-19 02:37:51,2025-06-19,2859,on_net,data,PSD-4544,42.88,completed
bbbd2b8c-03a8-4355-94fe-d52c7dbe052d,09163459112,09121659558,2025-06-06 21:44:23,2025-06-06,3255,on_net,voice,NYL-3468,48.82,completed
66d1f474-d0a4-4b1f-b648-93fa25adafd1,09122809202,09009939037,2025-06-11 22:02:22,2025-06-11,423,off_net,voice,KRT-1399,10.58,completed
fcacc939-0262-42d5-baea-17dfc7558306,09166572386,09227717086,2025-04-06 18:55:45,2025-04-06,2850,off_net,voice,KSL-4704,71.25,busy
4330beff-dc2a-4ed2-908a-c92ce3b858ae,09180625023,09224000904,2025-05-05 13:58:23,2025-05-05,418,off_net,data,PSD-2914,10.45,completed
48dec0e7-2bc2-45b1-908f-a91d9c8cb992,09122694505,09224063615,2025-06-05 09:41:42,2025-06-05,674,off_net,voice,PSD-7869,16.85,completed
b96256b3-4f61-4850-b193-75113f448bca,09123058789,+20622947334,2025-04-21 04:16:22,2025-04-21,2796,international,sms,OMD-8996,279.6,completed
a479a3ed-66f3-4c7e-992e-972ca21aa8f4,09186336061,09169235777,2025-05-03 22:44:51,2025-05-03,1570,on_net,voice,OMD-7325,23.55,completed
7094e417-51ff-49a8-b37a-95d03b1f9092,09164290039,09005965613,2025-05-06 02:06:31,2025-05-06,2331,off_net,sms,ATB-4855,58.28,failed
41f9e70c-980c-43b4-b4f7-4be3e6406bc1,09123919580,09003632227,2025-05-22 05:36:00,2025-05-22,2265,off_net,voice,PSD-4405,56.62,failed
094176ec-61f8-4009-b321-030f0aa95990,09184568848,09126913946,2025-04-02 10:11:24,2025-04-02,2754,on_net,sms,NYL-1393,41.31,completed
8135bbb7-a6c6-4e9e-adae-deed3ffde4f8,09161040867,09003133755,2025-05-14 19:09:33,2025-05-14,1610,off_net,voice,PSD-1828,40.25,busy
7dda6fcd-cbd2-4839-b015-8fb696cfd89c,09122302333,09008704210,2025-05-29 21:02:55,2025-05-29,1936,off_net,sms,OMD-5234,48.4,completed
2b1d0117-4d12-4a51-b0b9-bb07b7babd49,09180001917,09003899688,2025-05-15 19:34:10,2025-05-15,506,off_net,data,PSD-6045,12.65,failed
a40ef61f-b103-40e5-a773-8aa75ee4c56e,09168779388,09001484638,2025-05-27 07:37:16,2025-05-27,2367,off_net,voice,OMD-8113,59.18,completed
fd19c706-691d-4987-a082-bcd8741fda86,09160509754,09125882187,2025-04-14 19:47:20,2025-04-14,431,on_net,voice,WAD-4220,6.46,completed
2809f939-a4ad-462b-9820-5f2cd52bb898,09128537512,09183756644,2025-04-13 22:55:07,2025-04-13,2524,roaming,sms,KRT-2271,201.92,completed
dc942b24-8fd9-4d5d-a162-f6855f4af341,09126721170,09181825537,2025-06-19 09:06:49,2025-06-19,3557,on_net,data,ATB-1811,53.35,completed
183d01f9-5ef4-42c3-8085-b9249e35aabd,09163959569,09226936014,2025-05-09 17:15:57,2025-05-09,3486,off_net,voice,OMD-8142,87.15,completed
c34be74a-a538-41d1-9f04-c832c02bf2d6,09163519419,09122275617,2025-06-11 04:26:52,2025-06-11,3564,on_net,voice,PSD-4137,53.46,failed
89e37563-5f45-465a-8425-87893703ceff,09183215667,09187456698,2025-05-24 12:50:35,2025-05-24,991,on_net,voice,KSL-8574,14.87,completed
424ae187-bbc3-4360-843c-7610487d2629,09124576832,09126440930,2025-06-22 10:50:39,2025-06-22,-2367,on_net,sms,KRT-6035,-35.5,completed
40e932c5-0cb2-429d-b455-ce68869e325b,09186374788,09224527808,2025-06-07 23:38:44,2025-06-07,749,off_net,voice,KRT-7078,18.73,busy
5c3ded78-526c-4753-a69b-cf7c6206e2da,09127528612,09222545516,2025-06-03 06:28:00,2025-06-03,664,off_net,voice,KSL-6501,16.6,completed
82e06c1f-f993-4479-b290-1ca82b2c9016,09187383206,09163094587,2025-04-16 16:52:09,2025-04-16,2298,on_net,voice,KRT-1309,34.47,completed
c54daa8a-12f3-41d9-af0f-c28ce0ce0c7a,09165194072,09120872990,2025-05-14 10:18:36,2025-05-14,2042,roaming,voice,NYL-6027,163.36,completed
96ecedba-3763-414c-91fb-7ba5c62c4301,09188490277,09224973229,2025-04-30 03:58:52,2025-04-30,1609,off_net,voice,PSD-3212,40.23,completed
92fccc7b-dc24-469a-be2b-44ea1b6df15a,09160711989,09182459627,2025-06-12 16:14:39,2025-06-12,1497,roaming,voice,ATB-5912,119.76,completed
20935b74-87f3-4169-8d3d-f1b54fdb84c9,09121708671,09163930092,2025-05-12 09:19:33,2025-05-12,383,on_net,voice,KSL-8610,5.75,completed
a117d941-fa36-4714-8053-49c64ae19bfd,09167175663,09181688592,2025-04-26 22:57:18,2025-04-26,777,on_net,voice,PSD-2160,11.65,completed
8a44c1cc-321e-492d-9701-65ea24c25bee,09162617515,09166104400,2025-05-09 02:53:45,2025-05-09,2106,roaming,voice,WAD-3474,168.48,failed
9fbb4bc3-b158-4f37-aa55-6e39a1113251,09127541387,09167464385,2025-06-11 16:51:48,2025-06-11,883,on_net,data,KRT-3401,13.24,completed
7ec4f0ef-fd24-4749-aa5d-dca64be03667,09167226628,+63553401714,2025-05-07 22:41:20,2025-05-07,1026,international,voice,WAD-3318,102.6,failed
01a4e571-2672-45d4-8140-a7de829e18ae,09123025598,09165582009,2025-06-09 21:06:58,2025-06-09,2407,on_net,data,OMD-6866,36.1,completed
fa7e86b9-dcbd-49c7-8b51-e7f75f38aac9,09126358156,09180937577,2025-06-29 04:05:05,2025-06-29,2267,on_net,data,OMD-8263,34.0,completed
16c2b152-6574-4d31-9709-c42ec89ef12e,09168052170,09124115848,2025-05-09 14:13:32,2025-05-09,190,on_net,voice,PSD-9850,2.85,completed
290e909a-b5fb-4ad8-a33f-77582576f619,09168060145,09226116247,2025-05-25 14:26:07,2025-05-25,929,off_net,sms,ATB-6136,23.23,completed
eba9a187-1203-4518-a5dc-73e75154e57d,09121423527,09188450462,2025-04-06 06:57:55,2025-04-06,2011,on_net,data,KSL-4630,30.16,completed
4594e1f2-6066-4033-9d31-f1ae59c59e16,09122282178,09008072614,2025-06-09 21:52:32,2025-06-09,3599,off_net,voice,PSD-4162,89.98,completed
ac491000-601b-417f-8ea3-1f3b49198cad,09187852197,09121209966,2025-05-15 05:15:30,2025-05-15,1555,on_net,voice,PSD-5408,23.32,completed
491f7086-a373-431b-8ac6-ad98eaa90c21,09187529694,09182782072,2025-04-28 20:05:16,2025-04-28,1054,roaming,sms,KSL-5082,84.32,completed
5e6495b8-468a-4678-b1fd-2acf0f5955bb,09124594085,09006750558,2025-06-15 08:30:45,2025-06-15,1495,off_net,sms,PSD-6918,37.38,completed
19062cfe-18be-486c-ba21-68f1dbe77179,09180781913,09183240728,2025-06-12 19:26:56,2025-06-12,508,on_net,voice,PSD-4873,7.62,completed
e49f4df6-b7a0-438d-a621-3ce4dea6342a,09128902199,09183196562,2025-05-10 20:24:58,2025-05-10,1606,roaming,data,PSD-9173,128.48,completed
f8416ab4-085f-4236-9fe3-a42a17526bd8,09187996846,+82200851883,2025-05-10 06:03:40,2025-05-10,1292,international,voice,WAD-8072,129.2,completed
c79da995-1693-44d1-8537-e9759aa61bfd,09121310962,09121891928,2025-04-01 23:11:56,2025-04-01,607,on_net,data,OMD-9613,9.11,completed
343e06d9-1e2c-4dcb-abea-c99f3ff33cff,09128425135,09169502107,2025-04-19 01:24:18,2025-04-19,-877,roaming,voice,NYL-7632,-70.16,completed
e7086564-e453-43a4-a525-7ec3531d7424,09160450956,09123025598,2025-05-16 08:42:37,2025-05-16,3064,on_net,voice,NYL-9371,45.96,completed
8941a1be-dd4a-4147-914c-ab176486ee38,09169301481,09223670085,2025-06-26 11:24:26,2025-06-26,1703,off_net,sms,WAD-4153,42.58,completed
5af7e7cd-444f-4511-983e-5b6968ed4aaa,09128154478,09223105001,2025-04-10 01:35:48,2025-04-10,136532,off_net,voice,KSL-9721,3413.3,completed
